0.000 , 0.000
0.083 , 0.000
0.167 , 0.000
0.250 , 0.000
0.333 , 0.000
0.417 , 0.000
0.500 , 0.000
0.583 , 0.000
0.667 , 0.000
0.750 , 0.000
0.833 , 0.000
0.917 , 0.000
1.000 , 0.000
1.083 , 0.000
1.167 , 0.000
1.250 , 0.000
1.333 , 0.000
1.417 , 0.000
1.500 , 0.000
1.583 , 0.000
1.667 , 0.000
1.750 , 0.000
1.833 , 0.000
1.917 , 0.000
2.000 , 0.000
2.083 , 0.000
2.167 , 0.000
2.250 , 0.000
2.333 , 0.000
2.417 , 0.000
2.500 , 0.000
2.583 , 0.000
2.667 , 0.000
2.750 , 0.000
2.833 , 0.000
2.917 , 0.000
3.000 , 0.000
3.083 , 0.000
3.167 , 0.314
3.250 , 0.854
3.333 , 0.950
3.417 , 0.978
3.500 , 0.985
3.583 , 0.985
3.667 , 0.983
3.750 , 0.985
3.833 , 0.989
3.917 , 0.991
4.000 , 0.993
4.083 , 0.993
4.167 , 0.994
4.250 , 0.994
4.333 , 0.994
4.417 , 0.994
4.500 , 0.995
4.583 , 0.995
4.667 , 0.995
4.750 , 0.995
4.833 , 0.995
4.917 , 0.995
5.000 , 0.995
5.083 , 0.995
5.167 , 0.995
5.250 , 0.995
5.333 , 0.995
5.417 , 0.996
5.500 , 0.995
5.583 , 0.996
5.667 , 0.996
5.750 , 0.996
5.833 , 0.996
5.917 , 0.996
6.000 , 0.996
6.083 , 0.996
6.167 , 0.996
6.250 , 0.996
6.333 , 0.996
6.417 , 0.996
6.500 , 0.996
6.583 , 0.996
6.667 , 0.996
6.750 , 0.996
6.833 , 0.996
6.917 , 0.995
7.000 , 0.995
7.083 , 0.996
7.167 , 0.995
7.250 , 0.996
7.333 , 0.996
7.417 , 0.996
7.500 , 0.995
7.583 , 0.995
7.667 , 0.995
7.750 , 0.995
7.833 , 0.995
7.917 , 0.995
8.000 , 0.995
8.083 , 0.995
8.167 , 0.995
8.250 , 0.995
8.333 , 0.995
8.417 , 0.995
8.500 , 0.995
8.583 , 0.995
8.667 , 0.995
8.750 , 0.995
8.833 , 0.995
8.917 , 0.995
9.000 , 0.995
9.083 , 0.995
9.167 , 0.995
9.250 , 0.995
9.333 , 0.995
9.417 , 0.995
9.500 , 0.995
9.583 , 0.995
9.667 , 0.995
9.750 , 0.995
9.833 , 0.995
9.917 , 0.995
10.000 , 0.995
10.083 , 0.995
10.167 , 0.995
10.250 , 0.995
10.333 , 0.995
10.417 , 0.995
10.500 , 0.995
10.583 , 0.995
10.667 , 0.995
10.750 , 0.995
10.833 , 0.995
10.917 , 0.995
11.000 , 0.995
11.083 , 0.995
11.167 , 0.994
11.250 , 0.971
11.333 , 0.834
11.417 , 0.531
11.500 , 0.256
11.583 , 0.127
11.667 , 0.080
11.750 , 0.055
11.833 , 0.038
11.917 , 0.028
12.000 , 0.021
12.083 , 0.016
12.167 , 0.013
12.250 , 0.010
12.333 , 0.008
12.417 , 0.006
12.500 , 0.004
12.583 , 0.005
12.667 , 0.003
12.750 , 0.002
12.833 , 0.002
12.917 , 0.002
13.000 , 0.001
13.083 , 0.001
13.167 , 0.001
13.250 , 0.001
13.333 , 0.001
13.417 , 0.001
13.500 , 0.001
13.583 , 0.001
13.667 , 0.000
13.750 , 0.000
13.833 , 0.000
13.917 , 0.000
14.000 , 0.000
14.083 , 0.000
14.167 , 0.000
14.250 , 0.000
14.333 , 0.000
14.417 , 0.000
14.500 , 0.000
14.583 , 0.000
14.667 , 0.000
14.750 , 0.000
14.833 , 0.000
14.917 , 0.000
15.000 , 0.000
15.083 , 0.000
15.167 , 0.000
15.250 , 0.000
15.333 , 0.000
15.417 , 0.000
15.500 , 0.002
15.583 , 0.002
15.667 , 0.000
15.750 , 0.000
15.833 , 0.000
15.917 , 0.000
16.000 , 0.000
16.083 , 0.000
16.167 , 0.000
16.250 , 0.000
16.333 , 0.000
16.417 , 0.000
16.500 , 0.000
16.583 , 0.000
16.667 , 0.000
16.750 , 0.000
16.833 , 0.000
16.917 , 0.000
17.000 , 0.000
17.083 , 0.000
17.167 , 0.000
17.250 , 0.000
17.333 , 0.000
17.417 , 0.000
17.500 , 0.000
17.583 , 0.000
17.667 , 0.000
17.750 , 0.000
17.833 , 0.000
17.917 , 0.000
18.000 , 0.000
18.083 , 0.000
18.167 , 0.000
18.250 , 0.000
18.333 , 0.000
18.417 , 0.000
18.500 , 0.000
18.583 , 0.000
18.667 , 0.000
18.750 , 0.000
18.833 , 0.000
18.917 , 0.000
19.000 , 0.000
19.083 , 0.000
