0.000 ,0.107, 0.297
0.083 ,0.200, 0.376
0.167 ,0.108, 0.352
0.250 ,0.176, 0.346
0.333 ,0.184, 0.379
0.417 ,0.242, 0.357
0.500 ,0.152, 0.393
0.583 ,0.249, 0.346
0.667 ,0.314, 0.388
0.750 ,0.380, 0.378
0.833 ,0.435, 0.423
0.917 ,0.460, 0.376
1.000 ,0.492, 0.401
1.083 ,0.527, 0.364
1.167 ,0.557, 0.424
1.250 ,0.521, 0.428
1.333 ,0.544, 0.434
1.417 ,0.539, 0.441
1.500 ,0.470, 0.399
1.583 ,0.481, 0.409
1.667 ,0.416, 0.394
1.750 ,0.466, 0.427
1.833 ,0.427, 0.385
1.917 ,0.397, 0.393
2.000 ,0.396, 0.381
2.083 ,0.424, 0.387
2.167 ,0.426, 0.397
2.250 ,0.448, 0.403
2.333 ,0.440, 0.391
2.417 ,0.416, 0.395
2.500 ,0.439, 0.415
2.583 ,0.371, 0.387
2.667 ,0.365, 0.414
2.750 ,0.387, 0.423
2.833 ,0.339, 0.390
2.917 ,0.306, 0.371
3.000 ,0.238, 0.462
3.083 ,0.251, 0.474
3.167 ,0.187, 0.489
3.250 ,0.258, 0.497
3.333 ,0.186, 0.439
3.417 ,0.212, 0.445
3.500 ,0.241, 0.442
3.583 ,0.197, 0.447
3.667 ,0.227, 0.496
3.750 ,0.235, 0.461
3.833 ,0.218, 0.452
3.917 ,0.195, 0.423
4.000 ,0.176, 0.443
4.083 ,0.186, 0.399
4.167 ,0.186, 0.431
4.250 ,0.182, 0.437
4.333 ,0.156, 0.422
4.417 ,0.169, 0.415
4.500 ,0.170, 0.467
4.583 ,0.119, 0.443
4.667 ,0.128, 0.429
4.750 ,0.146, 0.479
4.833 ,0.124, 0.420
4.917 ,0.078, 0.442
5.000 ,0.107, 0.494
5.083 ,0.135, 0.515
5.167 ,0.153, 0.511
5.250 ,0.141, 0.528
5.333 ,0.181, 0.534
5.417 ,0.152, 0.514
5.500 ,0.168, 0.516
5.583 ,0.213, 0.546
5.667 ,0.198, 0.507
5.750 ,0.165, 0.478
5.833 ,0.174, 0.460
5.917 ,0.209, 0.501
6.000 ,0.210, 0.484
6.083 ,0.221, 0.475
6.167 ,0.186, 0.476
6.250 ,0.225, 0.500
6.333 ,0.193, 0.466
6.417 ,0.167, 0.473
6.500 ,0.145, 0.475
6.583 ,0.113, 0.461
6.667 ,0.133, 0.463
