0.000 ,0.476, 0.515
0.083 ,0.381, 0.513
0.167 ,0.414, 0.488
0.250 ,0.431, 0.498
0.333 ,0.430, 0.518
0.417 ,0.391, 0.493
0.500 ,0.361, 0.475
0.583 ,0.368, 0.459
0.667 ,0.415, 0.463
0.750 ,0.447, 0.470
0.833 ,0.434, 0.471
0.917 ,0.367, 0.463
1.000 ,0.326, 0.442
1.083 ,0.282, 0.461
1.167 ,0.296, 0.465
1.250 ,0.248, 0.420
1.333 ,NaN, NaN
1.417 ,0.275, 0.455
1.500 ,0.306, 0.440
1.583 ,0.350, 0.438
1.667 ,0.297, 0.429
1.750 ,NaN, NaN
1.833 ,0.299, 0.445
1.917 ,0.295, 0.453
2.000 ,0.253, 0.427
2.083 ,0.300, 0.441
2.167 ,0.250, 0.420
2.250 ,0.196, 0.435
2.333 ,0.155, 0.425
2.417 ,0.165, 0.402
2.500 ,0.192, 0.407
2.583 ,0.205, 0.401
2.667 ,0.180, 0.396
2.750 ,0.137, 0.379
2.833 ,0.115, 0.410
2.917 ,0.148, 0.402
3.000 ,0.130, 0.389
3.083 ,0.105, 0.398
3.167 ,0.063, 0.405
3.250 ,0.086, 0.394
3.333 ,0.147, 0.389
3.417 ,NaN, NaN
3.500 ,0.009, 0.368
3.583 ,-0.000, 0.344
3.667 ,0.071, 0.370
3.750 ,0.156, 0.403
3.833 ,0.231, 0.406
3.917 ,0.259, 0.432
4.000 ,0.191, 0.402
4.083 ,0.117, 0.393
4.167 ,NaN, NaN
4.250 ,0.071, 0.410
4.333 ,0.109, 0.395
4.417 ,0.168, 0.401
4.500 ,0.141, 0.397
4.583 ,0.177, 0.408
4.667 ,0.204, 0.423
4.750 ,0.169, 0.416
4.833 ,0.189, 0.431
4.917 ,0.247, 0.428
5.000 ,0.293, 0.418
5.083 ,NaN, NaN
5.167 ,0.228, 0.420
5.250 ,0.191, 0.413
5.333 ,0.146, 0.391
5.417 ,NaN, NaN
5.500 ,0.136, 0.390
5.583 ,0.130, 0.402
5.667 ,0.143, 0.392
5.750 ,0.144, 0.383
5.833 ,0.209, 0.381
5.917 ,0.179, 0.383
6.000 ,0.194, 0.377
6.083 ,0.204, 0.384
6.167 ,0.242, 0.400
6.250 ,0.210, 0.394
6.333 ,0.263, 0.407
6.417 ,0.194, 0.382
6.500 ,0.157, 0.392
6.583 ,0.200, 0.391
6.667 ,0.190, 0.436
6.750 ,0.209, 0.439
6.833 ,0.209, 0.452
6.917 ,0.204, 0.478
7.000 ,0.149, 0.433
7.083 ,0.207, 0.462
7.167 ,0.227, 0.472
7.250 ,0.197, 0.462
7.333 ,0.144, 0.455
7.417 ,0.159, 0.447
7.500 ,0.184, 0.446
7.583 ,0.194, 0.443
7.667 ,0.197, 0.457
7.750 ,0.164, 0.449
7.833 ,0.155, 0.447
7.917 ,0.194, 0.480
8.000 ,0.231, 0.495
8.083 ,0.215, 0.474
8.167 ,0.189, 0.494
8.250 ,0.165, 0.488
8.333 ,0.154, 0.489
8.417 ,0.098, 0.464
8.500 ,0.127, 0.469
8.583 ,0.174, 0.480
8.667 ,0.116, 0.445
8.750 ,0.134, 0.452
8.833 ,0.099, 0.436
8.917 ,0.148, 0.446
9.000 ,0.156, 0.446
9.083 ,0.174, 0.442
9.167 ,0.164, 0.442
9.250 ,0.166, 0.432
9.333 ,0.145, 0.444
9.417 ,0.091, 0.437
9.500 ,0.096, 0.427
9.583 ,0.097, 0.423
9.667 ,0.101, 0.425
9.750 ,0.070, 0.412
9.833 ,0.124, 0.413
9.917 ,0.123, 0.419
10.000 ,0.112, 0.419
10.083 ,0.089, 0.408
10.167 ,0.057, 0.416
10.250 ,0.088, 0.410
10.333 ,0.113, 0.429
10.417 ,0.125, 0.412
10.500 ,0.163, 0.419
10.583 ,0.123, 0.401
10.667 ,0.152, 0.415
10.750 ,0.113, 0.397
10.833 ,0.103, 0.394
10.917 ,0.111, 0.398
11.000 ,0.061, 0.391
11.083 ,0.029, 0.377
11.167 ,0.089, 0.376
11.250 ,0.068, 0.389
11.333 ,0.076, 0.391
11.417 ,0.394, 0.508
11.500 ,0.911, 0.728
11.583 ,1.471, 0.955
11.667 ,2.003, 1.248
11.750 ,2.443, 1.470
11.833 ,2.902, 1.709
11.917 ,3.356, 1.922
12.000 ,3.668, 2.184
12.083 ,3.846, 2.326
12.167 ,3.727, 2.273
12.250 ,3.695, 2.275
12.333 ,3.820, 2.335
12.417 ,3.703, 2.310
12.500 ,3.572, 2.270
12.583 ,3.630, 2.301
12.667 ,3.545, 2.278
12.750 ,3.532, 2.260
12.833 ,3.411, 2.203
12.917 ,3.356, 2.096
13.000 ,3.448, 2.162
13.083 ,3.175, 2.000
13.167 ,3.098, 1.994
13.250 ,2.991, 1.949
13.333 ,2.950, 1.971
13.417 ,2.770, 1.856
13.500 ,2.818, 1.891
13.583 ,2.845, 1.866
13.667 ,2.803, 1.835
13.750 ,2.711, 1.770
13.833 ,2.717, 1.743
13.917 ,2.542, 1.721
14.000 ,2.500, 1.670
14.083 ,2.400, 1.597
14.167 ,2.482, 1.566
14.250 ,2.391, 1.544
14.333 ,2.289, 1.464
14.417 ,2.235, 1.410
14.500 ,2.172, 1.437
14.583 ,2.123, 1.453
14.667 ,2.058, 1.383
14.750 ,1.996, 1.364
14.833 ,1.900, 1.347
14.917 ,1.830, 1.269
15.000 ,1.822, 1.254
15.083 ,1.716, 1.211
15.167 ,1.728, 1.246
15.250 ,1.795, 1.288
15.333 ,1.746, 1.241
15.417 ,1.745, 1.247
15.500 ,1.677, 1.191
15.583 ,1.727, 1.206
15.667 ,1.726, 1.235
15.750 ,1.713, 1.162
15.833 ,1.649, 1.201
15.917 ,1.534, 1.101
16.000 ,1.480, 1.076
16.083 ,1.508, 1.088
16.167 ,1.579, 1.175
16.250 ,1.462, 1.095
16.333 ,1.428, 1.077
16.417 ,1.446, 1.120
16.500 ,1.441, 1.241
16.583 ,1.420, 1.147
16.667 ,1.409, 1.082
16.750 ,1.441, 1.099
16.833 ,1.424, 1.086
16.917 ,1.441, 1.123
17.000 ,1.371, 1.067
17.083 ,1.338, 1.063
17.167 ,1.240, 1.061
17.250 ,1.243, 1.039
17.333 ,1.225, 0.994
17.417 ,1.273, 0.983
17.500 ,1.217, 0.969
17.583 ,1.246, 0.966
17.667 ,1.203, 0.950
17.750 ,1.265, 0.920
17.833 ,1.267, 0.983
17.917 ,1.287, 0.974
18.000 ,1.341, 0.942
18.083 ,1.274, 0.933
18.167 ,1.193, 0.913
18.250 ,1.203, 0.906
18.333 ,1.207, 0.886
18.417 ,1.172, 0.897
18.500 ,1.162, 0.865
18.583 ,1.104, 0.864
18.667 ,1.150, 0.891
18.750 ,1.070, 0.885
18.833 ,1.015, 0.870
18.917 ,1.103, 0.890
19.000 ,1.083, 0.883
19.083 ,1.089, 0.914
